time_years,cumulative_log_growth,mean_megno,relative_energy_error
2.3986563147e+07,1.8395630864e+01,2.2434314173e+00,2.160673e-07
2.4211284747e+07,1.8509045538e+01,2.2456925169e+00,4.367815e-07
2.4396005946e+07,1.7414976064e+01,2.2473587867e+00,8.673331e-07
2.4580727545e+07,1.8095707852e+01,2.2488866302e+00,6.567697e-07
2.4805448744e+07,1.7410908657e+01,2.2503395771e+00,7.114067e-07
2.4990170344e+07,1.8123561223e+01,2.2514075650e+00,6.074673e-07
2.5214891543e+07,1.7943823325e+01,2.2521824413e+00,6.206256e-07
2.5399612742e+07,1.7907907400e+01,2.2525416521e+00,6.265700e-07
2.5584334341e+07,1.7831009747e+01,2.2530029571e+00,7.768778e-07
2.5809055541e+07,1.8051971605e+01,2.2529838439e+00,7.140185e-07
2.5993777140e+07,1.7743814895e+01,2.2527759124e+00,4.962768e-07
2.6218498339e+07,1.8172500684e+01,2.2526795515e+00,9.462859e-07
2.6403219538e+07,1.7588852039e+01,2.2524491851e+00,9.331454e-07
2.6587941138e+07,1.7580831609e+01,2.2520950625e+00,7.282185e-07
2.6812662337e+07,1.7976306783e+01,2.2515220819e+00,7.507803e-07
2.6997383936e+07,1.8397081204e+01,2.2510622424e+00,5.996155e-07
2.7182105136e+07,1.7832675590e+01,2.2504481688e+00,6.046692e-07
2.7406826335e+07,1.7749991662e+01,2.2492703268e+00,5.999222e-07
2.7591547934e+07,1.7548033611e+01,2.2481683903e+00,7.258653e-07
2.7816269133e+07,1.8107807777e+01,2.2467640280e+00,7.068760e-07
2.8000990732e+07,1.8315537062e+01,2.2456786965e+00,1.021417e-06
2.8185711932e+07,1.7618377537e+01,2.2444052243e+00,7.950979e-07
2.8410433131e+07,1.7811752506e+01,2.2427708664e+00,2.119153e-07
2.8595154730e+07,1.7601833314e+01,2.2413502488e+00,7.425063e-07
2.8819875929e+07,1.8166460774e+01,2.2395768074e+00,8.076635e-07
2.9004597529e+07,1.7714756892e+01,2.2379805017e+00,6.376008e-07
2.9189318728e+07,1.7659907187e+01,2.2361902817e+00,6.096399e-07
2.9414039927e+07,1.8074153796e+01,2.2342361656e+00,5.918197e-07
2.9598761527e+07,1.7858124023e+01,2.2325273164e+00,6.882459e-07
2.9783482726e+07,1.7654853820e+01,2.2308047953e+00,9.476806e-07
3.0008204325e+07,1.8156475122e+01,2.2289482541e+00,8.627209e-07
3.0192925524e+07,1.7672052321e+01,2.2274371807e+00,2.374112e-07
3.0417646723e+07,1.7780167250e+01,2.2256507212e+00,9.087048e-08
3.0602368323e+07,1.8175281834e+01,2.2242851229e+00,8.791131e-07
3.0787089522e+07,1.8534987432e+01,2.2231141371e+00,6.178074e-07
3.1011811121e+07,1.7846222495e+01,2.2216124649e+00,6.535141e-07
3.1196532321e+07,1.7789331497e+01,2.2202015477e+00,5.906459e-07
3.1381253520e+07,1.7714715367e+01,2.2187632907e+00,7.028687e-07
3.1605975119e+07,1.8152116428e+01,2.2170397723e+00,6.623777e-07
3.1790696318e+07,1.8181201530e+01,2.2156237447e+00,8.659025e-07
3.2015417917e+07,1.7808028755e+01,2.2137283104e+00,7.951945e-07
3.2200139117e+07,1.7882182233e+01,2.2121630686e+00,3.207586e-07
3.2384860316e+07,1.7865764129e+01,2.2105645354e+00,8.519296e-07
3.2609581915e+07,1.8286268365e+01,2.2087222987e+00,9.242258e-07
3.2794303115e+07,1.7824499534e+01,2.2071823895e+00,6.547854e-07
3.3019024714e+07,1.7753478785e+01,2.2052039360e+00,6.906781e-07
3.3203745913e+07,1.8281239055e+01,2.2036956952e+00,5.935711e-07
3.3388467112e+07,1.7777615926e+01,2.2021203625e+00,6.461661e-07
3.3613188713e+07,1.7817865857e+01,2.2000984681e+00,6.235515e-07
3.3797909915e+07,1.8279312854e+01,2.1985477229e+00,7.954415e-07
3.3982631518e+07,1.7754599155e+01,2.1970326276e+00,1.377660e-07
3.4207352721e+07,1.7888465096e+01,2.1951499352e+00,7.638534e-07
3.4392073924e+07,1.8276551786e+01,2.1936924284e+00,8.920984e-07
3.4616795528e+07,1.8519801879e+01,2.1921064741e+00,7.793510e-07
3.4801516730e+07,1.7785687341e+01,2.1908193119e+00,6.921018e-07
3.4986237933e+07,1.7928349539e+01,2.1895143588e+00,6.056583e-07
3.5210959536e+07,1.7933063968e+01,2.1880662178e+00,6.301119e-07
3.5395680739e+07,1.8289813371e+01,2.1871324853e+00,6.214335e-07
3.5580402342e+07,1.7986486364e+01,2.1863567810e+00,7.547956e-07
3.5805123545e+07,1.8108513103e+01,2.1854936208e+00,6.899103e-07
3.5989844748e+07,1.8003405687e+01,2.1849482886e+00,5.989258e-07
3.6214566351e+07,1.8378301831e+01,2.1843084521e+00,9.218525e-07
3.6399287554e+07,1.8529736037e+01,2.1838554834e+00,6.985334e-07
3.6584009157e+07,1.7957973482e+01,2.1831828511e+00,7.545628e-07
3.6808730360e+07,1.8007951869e+01,2.1822334287e+00,8.193723e-07
3.6993451563e+07,1.8447478851e+01,2.1815442150e+00,6.310146e-07
3.7218173166e+07,1.7830456331e+01,2.1805475976e+00,6.479997e-07
3.7402894369e+07,1.7951370447e+01,2.1795966313e+00,5.923909e-07
3.7587615972e+07,1.8441992879e+01,2.1786422738e+00,6.777858e-07
3.7812337175e+07,1.7817526523e+01,2.1773424269e+00,6.612977e-07
3.7997058378e+07,1.7929218059e+01,2.1760780100e+00,1.010829e-06
3.8181779981e+07,1.8382635470e+01,2.1747485204e+00,4.184213e-07
3.8406501184e+07,1.8387590356e+01,2.1730530153e+00,2.366168e-07
3.8591222787e+07,1.7867958957e+01,2.1714253332e+00,8.074001e-07
3.8815943990e+07,1.7874713342e+01,2.1692197133e+00,8.677593e-07
3.9000665193e+07,1.8336092013e+01,2.1672486199e+00,6.499315e-07
3.9185386796e+07,1.8177688355e+01,2.1652625257e+00,5.957415e-07
3.9410107999e+07,1.7804618088e+01,2.1626226012e+00,5.975781e-07
3.9594829202e+07,1.7982735685e+01,2.1603277961e+00,6.661896e-07
3.9819550805e+07,1.7932040522e+01,2.1574743508e+00,6.163824e-07
4.0004272008e+07,1.8094433521e+01,2.1551312876e+00,8.098857e-07
4.0188993611e+07,1.8092116003e+01,2.1527767241e+00,2.382078e-07
4.0413714814e+07,1.7963536137e+01,2.1499293556e+00,2.714146e-07
4.0598436017e+07,1.8097607950e+01,2.1476508118e+00,8.853121e-07
4.0783157619e+07,1.7997797077e+01,2.1453947036e+00,6.543861e-07
4.1007878823e+07,1.8177718226e+01,2.1427892218e+00,6.802949e-07
4.1192600426e+07,1.7992842059e+01,2.1408017086e+00,5.841113e-07
4.1417321629e+07,1.7949336307e+01,2.1385259539e+00,5.968400e-07
4.1602042832e+07,1.8331678038e+01,2.1369227414e+00,6.502589e-07
4.1786764434e+07,1.8151949921e+01,2.1356315749e+00,8.181550e-07
4.2011485638e+07,1.8053583374e+01,2.1342546923e+00,7.828231e-07
4.2196207241e+07,1.7967269866e+01,2.1333628639e+00,2.436792e-07
4.2380928443e+07,1.8644687127e+01,2.1327367036e+00,9.605555e-07
4.2605649647e+07,1.8281163809e+01,2.1323149793e+00,9.870046e-07
4.2790371249e+07,1.8284538994e+01,2.1320894243e+00,6.752359e-07
4.3015092453e+07,1.7904918559e+01,2.1321460909e+00,7.145852e-07
4.3199814055e+07,1.8657997249e+01,2.1325134265e+00,5.919191e-07
4.3384535258e+07,1.8672278818e+01,2.1331861901e+00,6.339002e-07
4.3609256462e+07,1.8227923040e+01,2.1341587288e+00,6.197856e-07
4.3793978064e+07,1.8283284920e+01,2.1352312407e+00,7.781126e-07
4.4018699268e+07,1.9136614273e+01,2.1367404278e+00,7.349618e-07
4.4203420470e+07,1.8197457699e+01,2.1383097392e+00,8.840449e-07
4.4388142073e+07,1.8753751918e+01,2.1399297278e+00,8.932787e-07
4.4612863277e+07,1.9225791850e+01,2.1421870114e+00,7.796676e-07
4.4797584879e+07,1.8555929645e+01,2.1444011507e+00,6.993060e-07
4.4982306082e+07,1.9090951384e+01,2.1466356151e+00,5.823655e-07
4.5207027285e+07,1.8046132515e+01,2.1496385649e+00,6.151726e-07
4.5391748888e+07,1.9131741495e+01,2.1523622845e+00,6.175702e-07
4.5616470092e+07,1.8633802148e+01,2.1557924086e+00,6.021377e-07
4.5801191694e+07,1.8881184285e+01,2.1588099464e+00,7.026813e-07
4.5985912897e+07,1.8830015460e+01,2.1618462347e+00,8.277955e-07
4.6210634100e+07,1.9611907204e+01,2.1658290882e+00,8.945825e-07
4.6395355703e+07,1.8012590593e+01,2.1691312366e+00,6.637990e-07
4.6580076906e+07,1.9114216155e+01,2.1725007098e+00,7.381662e-07
4.6804798509e+07,1.9266372237e+01,2.1766195171e+00,8.703900e-07
4.6989519712e+07,1.9126796198e+01,2.1802178612e+00,6.323325e-07
4.7214240915e+07,1.8629548396e+01,2.1844534778e+00,6.352208e-07
4.7398962518e+07,1.9174955024e+01,2.1880113810e+00,5.820470e-07
4.7583683721e+07,1.8312347595e+01,2.1914589134e+00,6.872946e-07
4.7808405324e+07,1.9638755452e+01,2.1956856667e+00,6.608297e-07
4.7993126527e+07,1.9014934523e+01,2.1989091635e+00,9.248363e-07
4.8217847730e+07,1.8702315970e+01,2.2027160408e+00,8.381975e-07
4.8402569333e+07,1.9416052246e+01,2.2059439582e+00,1.884168e-07
4.8587290536e+07,1.8782592247e+01,2.2089628644e+00,8.415152e-07
4.8812011739e+07,1.8329277594e+01,2.2127101085e+00,8.611960e-07
4.8996733342e+07,1.9625304590e+01,2.2157361152e+00,6.574959e-07
4.9181454545e+07,1.8364684735e+01,2.2188777968e+00,5.994790e-07
4.9406176148e+07,1.9307892926e+01,2.2226239175e+00,6.113802e-07
4.9590897351e+07,1.8175564436e+01,2.2257299261e+00,6.556208e-07
4.9815618554e+07,1.9346278895e+01,2.2295955534e+00,6.153496e-07
5.0000340157e+07,1.9185076278e+01,2.2328430261e+00,7.580059e-07
5.0185061360e+07,1.9124119526e+01,2.2359655788e+00,1.238001e-07
5.0409782963e+07,1.8216411874e+01,2.2398788633e+00,4.347247e-07
5.0594504166e+07,1.9813665867e+01,2.2430809564e+00,8.798124e-07
5.0819225369e+07,1.8462030183e+01,2.2470573934e+00,8.839627e-07
5.1003946972e+07,1.9450381173e+01,2.2502333400e+00,7.268509e-07
5.1188668175e+07,1.8896278623e+01,2.2534690142e+00,6.030755e-07
5.1413389778e+07,1.9387794912e+01,2.2571925614e+00,6.171568e-07
5.1598110981e+07,1.8104809106e+01,2.2601985125e+00,6.147446e-07
5.1782832183e+07,1.8988979193e+01,2.2630533413e+00,7.668594e-07
5.2007553787e+07,1.9439958968e+01,2.2663851446e+00,7.048966e-07
5.2192274989e+07,1.9016493023e+01,2.2690237840e+00,5.436616e-08
5.2416996593e+07,1.9105509267e+01,2.2721805621e+00,1.014047e-06
5.2601717796e+07,1.9314730056e+01,2.2745516131e+00,8.533011e-07
5.2786438998e+07,1.9377101049e+01,2.2769208956e+00,7.092981e-07
5.3011160602e+07,1.8965056493e+01,2.2794210563e+00,7.809977e-07
5.3195881804e+07,1.8575480840e+01,2.2813688984e+00,6.162703e-07
5.3380603007e+07,1.9417926290e+01,2.2830835121e+00,6.215089e-07
5.3605324611e+07,1.9114284294e+01,2.2850990422e+00,5.874559e-07
5.3790045813e+07,1.8678281663e+01,2.2864771761e+00,7.496431e-07
5.4014767417e+07,1.9096158441e+01,2.2880146402e+00,6.938815e-07
5.4199488619e+07,1.8867587135e+01,2.2890311573e+00,1.004640e-06
5.4384209822e+07,1.9437920937e+01,2.2900196607e+00,8.215706e-07
5.4608931426e+07,1.8487639254e+01,2.2908728856e+00,3.085516e-07
5.4793652628e+07,1.8946640208e+01,2.2914507880e+00,7.485830e-07
5.5018374232e+07,1.8609107786e+01,2.2919365383e+00,9.116704e-07
5.5203095434e+07,1.9135504361e+01,2.2923034893e+00,6.246256e-07
5.5387816637e+07,1.8694657416e+01,2.2924709185e+00,6.035910e-07
5.5612538240e+07,1.8638832329e+01,2.2924348485e+00,5.898490e-07
5.5797259443e+07,1.8887535927e+01,2.2923738316e+00,7.191654e-07
5.5981981046e+07,1.9074668549e+01,2.2920633296e+00,9.331345e-07
5.6206702249e+07,1.8735444032e+01,2.2915817527e+00,8.670103e-07
5.6391423452e+07,1.9073235331e+01,2.2911578000e+00,6.797697e-07
5.6616145055e+07,1.8336222006e+01,2.2904050592e+00,4.916121e-07
5.6800866258e+07,1.8722132154e+01,2.2896677041e+00,9.263210e-07
5.6985587861e+07,1.8671901871e+01,2.2888226518e+00,6.297756e-07
5.7210309064e+07,1.9330385597e+01,2.2877584965e+00,6.451616e-07
5.7395030267e+07,1.8497473612e+01,2.2867512017e+00,5.781128e-07
5.7619751870e+07,1.8513144704e+01,2.2853078322e+00,5.853246e-07
5.7804473073e+07,1.8312037532e+01,2.2840129468e+00,6.602407e-07
5.7989194276e+07,1.8816881576e+01,2.2826506175e+00,9.056293e-07
5.8213915879e+07,1.8729795846e+01,2.2809180512e+00,8.338026e-07
5.8398637082e+07,1.8439661964e+01,2.2793215023e+00,3.819036e-07
5.8583358685e+07,1.8385564752e+01,2.2776582013e+00,9.417036e-07
5.8808079888e+07,1.8696071244e+01,2.2755276254e+00,9.171602e-07
5.8992801091e+07,1.8788858647e+01,2.2737545740e+00,6.414444e-07
5.9217522694e+07,1.8373174328e+01,2.2714074281e+00,6.953180e-07
5.9402243897e+07,1.8669015445e+01,2.2693554665e+00,5.987000e-07
5.9586965500e+07,1.8598263314e+01,2.2673396688e+00,6.578164e-07
5.9811686703e+07,1.8322930743e+01,2.2647046660e+00,6.235137e-07
5.9996407906e+07,1.8695303688e+01,2.2625026926e+00,7.910461e-07
6.0181129509e+07,1.8646135646e+01,2.2603060481e+00,7.942144e-08
6.0405850712e+07,1.8335294290e+01,2.2575002971e+00,5.961142e-07
6.0590572315e+07,1.8396389411e+01,2.2551209494e+00,8.946797e-07
6.0815293518e+07,1.8516369530e+01,2.2522105980e+00,8.360878e-07
6.1000014721e+07,1.8697380151e+01,2.2498109165e+00,7.278921e-07
6.1184736323e+07,1.8423440828e+01,2.2473790327e+00,6.054799e-07
6.1409457527e+07,1.8343885065e+01,2.2444064007e+00,6.120717e-07
6.1594179130e+07,1.8560892078e+01,2.2419702220e+00,6.152818e-07
6.1818900333e+07,1.8417867810e+01,2.2390402580e+00,6.008907e-07
6.2003621536e+07,1.8559153770e+01,2.2366342629e+00,7.153282e-07
6.2188343138e+07,1.8440935258e+01,2.2342324922e+00,7.567078e-07
6.2413064342e+07,1.8445025447e+01,2.2313480833e+00,9.466291e-07
6.2597785545e+07,1.8455447304e+01,2.2290130669e+00,8.295227e-07
6.2782507147e+07,1.8495519194e+01,2.2267115548e+00,7.323663e-07
6.3007228351e+07,1.8494434612e+01,2.2239701904e+00,7.978361e-07
6.3191949953e+07,1.8506966206e+01,2.2217710374e+00,6.332916e-07
6.3416671157e+07,1.8424509099e+01,2.2190972621e+00,6.454649e-07
6.3601392359e+07,1.8632132908e+01,2.2169413646e+00,5.950013e-07
6.3786113962e+07,1.8418188384e+01,2.2148217170e+00,6.953657e-07
6.4010835166e+07,1.8339250345e+01,2.2122440528e+00,6.750914e-07
6.4195556768e+07,1.8767149886e+01,2.2101802547e+00,9.402010e-07
6.4380277971e+07,1.8581850801e+01,2.2081801770e+00,5.457375e-07
6.4604999174e+07,1.8343326640e+01,2.2057536479e+00,1.052037e-07
6.4789720777e+07,1.8433418068e+01,2.2037842225e+00,8.078080e-07
6.5014441981e+07,1.8637459652e+01,2.2014611495e+00,8.607305e-07
6.5199163583e+07,1.8688135457e+01,2.1995997657e+00,6.605721e-07
6.5383884786e+07,1.8459576993e+01,2.1977450394e+00,5.985279e-07
6.5608605989e+07,1.8344823272e+01,2.1954758552e+00,6.004283e-07
6.5793327592e+07,1.8665904519e+01,2.1936428459e+00,6.745472e-07
6.6018048796e+07,1.8966251152e+01,2.1915106547e+00,6.271443e-07
6.6202770398e+07,1.8512127064e+01,2.1898021858e+00,7.885736e-07
6.6387491601e+07,1.8399965486e+01,2.1881055404e+00,5.966918e-08
6.6612212804e+07,1.8424758851e+01,2.1860965220e+00,3.794826e-07
6.6796934407e+07,1.8723704810e+01,2.1845073146e+00,9.682499e-07
6.6981655610e+07,1.8696099651e+01,2.1830442446e+00,6.485377e-07
6.7206376813e+07,1.8347935133e+01,2.1812496244e+00,6.840020e-07
6.7391098416e+07,1.8921868673e+01,2.1798540226e+00,5.852373e-07
6.7615819619e+07,1.8462019636e+01,2.1782415168e+00,5.794503e-07
6.7800541222e+07,1.8410438838e+01,2.1768826179e+00,6.227448e-07
6.7985262425e+07,1.8976472067e+01,2.1755609270e+00,8.330990e-07
6.8209983628e+07,1.8791815330e+01,2.1740641616e+00,8.317198e-07
6.8394705231e+07,1.8482457639e+01,2.1727933970e+00,2.684594e-07
6.8619426434e+07,1.8518144634e+01,2.1713131703e+00,9.631090e-07
6.8804148037e+07,1.9100853239e+01,2.1702117559e+00,9.098206e-07
6.8988869240e+07,1.8809888741e+01,2.1692212978e+00,6.671114e-07
6.9213590443e+07,1.8369103849e+01,2.1680419688e+00,7.220440e-07
6.9398312046e+07,1.8444758684e+01,2.1671371910e+00,5.916557e-07
6.9583033249e+07,1.9030710224e+01,2.1663139621e+00,6.425670e-07
6.9807754852e+07,1.9229665317e+01,2.1654720201e+00,6.055396e-07
6.9992476055e+07,1.8310940617e+01,2.1648284869e+00,8.088256e-07
7.0217197258e+07,1.8730596889e+01,2.1641920980e+00,7.303644e-07
7.0401918861e+07,1.8355345123e+01,2.1637905215e+00,9.100443e-07
7.0586640064e+07,1.9182973642e+01,2.1635726710e+00,9.500043e-07
7.0811361667e+07,1.8400783238e+01,2.1634862578e+00,8.335842e-07
7.0996082870e+07,1.8623461695e+01,2.1635052689e+00,7.568106e-07
7.1180804072e+07,1.9348061243e+01,2.1636648040e+00,5.899998e-07
7.1405525676e+07,1.8455160848e+01,2.1639869316e+00,6.091712e-07
7.1590246879e+07,1.8831074285e+01,2.1643239768e+00,6.086744e-07
7.1814968082e+07,1.9357915611e+01,2.1648183041e+00,5.979125e-07
7.1999689685e+07,1.8599736207e+01,2.1653753223e+00,7.218405e-07
7.2184410887e+07,1.9020831213e+01,2.1659876702e+00,8.663864e-07
7.2409132491e+07,1.9124395283e+01,2.1668811323e+00,9.261325e-07
7.2593853693e+07,1.9906498516e+01,2.1678530600e+00,8.001374e-07
7.2818574897e+07,1.8602474140e+01,2.1691919505e+00,1.019348e-07
7.3003296500e+07,1.9401159209e+01,2.1704143894e+00,8.637200e-07
7.3188017702e+07,1.8427489108e+01,2.1717997861e+00,6.201525e-07
